﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:1BPybPVkDfUjFDvqG04l58","Breathe - Rap Version","Blu Cantrell, Sean Paul","Bittersweet","1","5","228000","spotify:user:flngr","2015-08-13T23:31:38Z"
"spotify:track:6OsC1aULdn6pQnXxHSPFXO","Loveleen","Rejjie Snow","Rejovich","1","1","170661","spotify:user:flngr","2015-08-28T14:40:28Z"
"spotify:track:2IgWB3d6Njv0EngCruiMBF","1992","Rejjie Snow, Loyle Carner","Rejovich","1","4","167397","spotify:user:flngr","2015-08-28T17:43:21Z"
"spotify:track:58iaa4IU9JZKDZlFf2Vf7U","All Around the World","Rejjie Snow","All Around the World","1","1","215868","spotify:user:flngr","2015-08-28T17:48:58Z"
"spotify:track:4kPmwWD7jEjFk8GLqoSD20","Talk Nah","Loose Change, Ozi Batla","Listening Party","1","12","332146","spotify:user:flngr","2015-09-01T07:25:35Z"
"spotify:track:2ik5YFBdGUmPdT5Qxx1Mwf","Sketches of Pain","Audible Mainframe","Majestic Casual - Chapter I","1","27","243293","spotify:user:flngr","2015-09-03T19:25:14Z"
"spotify:track:5iVbESZFwsc1CnShFxVDsc","The Rest Of My Life (feat. Awon & Tif The Gift)","SoulChef","Escapism","1","15","194146","spotify:user:flngr","2015-09-03T19:35:34Z"
"spotify:track:4KQdawPFAdJR2AqLcv8Rcv","Le Jazz Courant Noir","Funky DL","Blackcurrent Jazz 2","1","2","205186","spotify:user:flngr","2015-09-03T19:38:44Z"
"spotify:track:1jH4nQVWTaOCeTs8Fb99QE","My Tunes","Specifics","II","1","1","260253","spotify:user:flngr","2015-09-03T20:16:09Z"
"spotify:track:4ymXwiXDWi6Z2NU117llAu","Just Do It (Feat. Awon & Tiff The Gift)","SoulChef","Remember When","1","8","170831","spotify:user:flngr","2015-09-03T20:18:52Z"
"spotify:track:7sJD0yjfj4HQG5pwDqGcRW","Don't Get It Twist","Specifics","II","1","4","219813","spotify:user:flngr","2015-09-28T14:28:22Z"
"spotify:track:6gnzzlJ9mzCZaIYbUht7oH","L City","Specifics, Coates","II","1","6","219133","spotify:user:flngr","2015-09-28T14:35:12Z"
"spotify:track:3KoTObJFtXaL1HRERR9M15","Underworld","L'Orange, Jeremiah Jae","The Night Took Us in Like Family","1","4","207255","spotify:user:flngr","2015-09-29T07:40:33Z"
"spotify:track:1EzmbuNqWPd2JUv9eV94n6","Taken by the Night","L'Orange, Jeremiah Jae","The Night Took Us in Like Family","1","9","189729","spotify:user:flngr","2015-09-29T07:44:23Z"
"spotify:track:7gSTRnlzxxHBJR6s9MZMeu","I Was Invisible Nothing","L'Orange, Jeremiah Jae","The Night Took Us in Like Family","1","15","185475","spotify:user:flngr","2015-09-29T07:50:00Z"
"spotify:track:5DhQ8hiUmYwVDP64ET5sKw","The Séance","SoulChef, Croosh","Good Vibes","1","8","182173","spotify:user:flngr","2015-10-04T20:02:47Z"
"spotify:track:2HN5tyUdvuwmJtY46VKAmp","Goodasshead (feat. Cameron Dietz, Drum'n Skillz & Howard)","Sir-J, Cameron Dietz, Drum'n Skillz, Howard","S1R","1","15","212507","spotify:user:flngr","2015-10-04T20:13:14Z"
"spotify:track:5bcx7b3blWkRlaCxvisSeM","Let Me Know [feat. Apani B Fly]","Dela","Atmosphere Airlines Vol.1","1","4","196813","spotify:user:flngr","2015-10-10T12:35:46Z"
"spotify:track:0Km9asL1KzOisj35V4YHNb","Fuck Money (Remix) [feat. Enz & Tasco]","Dela","Atmosphere Airlines Vol.1","1","9","185248","spotify:user:flngr","2015-10-10T12:49:18Z"
"spotify:track:31RLyDv4kqGYO0EwoL8kIv","It Is What It Is [feat. Kojoe]","Dela","Atmosphere Airlines Vol.1","1","14","143220","spotify:user:flngr","2015-10-10T13:03:11Z"
"spotify:track:2hbjfRbfk4ZxRlleyJauKs","Veuillez Veiller Sur Vos Rêves","Dela","Changes Of Atmosphere","1","9","308825","spotify:user:flngr","2015-10-11T21:43:52Z"
"spotify:local:Shanachie+Fan::Les+Nubians+-+Veuillez+Veiller+Sur+Vos+Reves+%282011%29:298","Les Nubians - Veuillez Veiller Sur Vos Reves (2011)","Shanachie Fan","","0","0","298000","spotify:user:flngr","2015-10-11T22:00:13Z"
"spotify:track:0LvBs4POGn7q5T5ManBLOI","Party&bullshit","Dela","Atmosphere Airlines Vol.2","1","7","168557","spotify:user:flngr","2015-10-12T07:10:26Z"
"spotify:track:0pqEBX1F4rj5RmS25vgbru","The Bullshit 2k9 (feat. G.Slim)","Dela, G.Slim","Atmosphere Airlines Vol.2","1","8","169587","spotify:user:flngr","2015-10-12T07:13:31Z"
"spotify:track:5qj6tYiNDPOs65kopEsLV0","Long Life (Remix) (feat. Talib Kweli)","Dela, Talib Kweli","Atmosphere Airlines Vol.2","1","9","234838","spotify:user:flngr","2015-10-12T07:15:40Z"
"spotify:track:1NuXlFSL2dSLrKAdqePWf2","The Sag (feat. Aloe Blacc)","Dela, Aloe Blacc","Atmosphere Airlines Vol.2","1","11","208454","spotify:user:flngr","2015-10-12T07:20:39Z"
"spotify:track:5qocrJkaWqlD3EE7PWyzDy","All I Know (feat. Reach)","Dela, Reach","Atmosphere Airlines Vol.2","1","15","187856","spotify:user:flngr","2015-10-12T11:32:27Z"
"spotify:track:2WXA8KxJGUcKCDGn7m6xcc","Love Tip (feat. MC Melodee)","Onra, Mc Melodee","Fundamentals","1","5","182414","spotify:user:flngr","2015-10-12T20:16:04Z"
"spotify:track:3CaPoklsaMEajY22LyHsh1","Lucy's&LooseLeafs (feat. Blu)","Dela, Blu","Translation Lost","1","4","332021","spotify:user:flngr","2015-10-17T08:15:44Z"
"spotify:track:05VsDBEeGugsY1wqooOIcC","I Will (feat. Kemizt)","Dela, Kemizt","Translation Lost","1","10","294190","spotify:user:flngr","2015-10-17T08:37:38Z"
"spotify:track:2QqMIfiACqtAutH8fCZAdv","Fresh ta Def","Clear Soul Forces","Gold PP7s","1","13","157333","spotify:user:flngr","2015-10-20T14:12:28Z"
"spotify:track:3p2X9QGuuHtHYDGNfwt9Oq","Flowers (feat. Talib Kweli, Niko Gray & Rhettmatic)","Yancey Boys","Sunset Blvd.","1","6","276680","spotify:user:flngr","2015-10-21T10:00:34Z"
"spotify:track:2AyI0PXyUcpADjAVxDHJp1","Stein im Brett (feat. Fleur Earth)","Suff Daddy","Suff Sells","1","12","147221","spotify:user:flngr","2015-10-21T10:04:48Z"
"spotify:track:5RmxfYeyheGn4ExexjnKuy","What's Real - Feat. Emanon","Jazz Liberatorz","Fruit Of The Past","1","3","316952","spotify:user:flngr","2015-10-23T19:13:56Z"
"spotify:track:45SaO3LHZfHZFZbVyAHOCG","When The Clock Ticks - Feat. J. Sands","Jazz Liberatorz","Clin D'oeil","1","4","294360","spotify:user:flngr","2015-10-23T19:21:30Z"
"spotify:track:0WTNsuAjHo5VYfvyNsXGME","Unsticking - Dobie Remix","Roger Robinson","Armed and Beautiful","1","3","316573","spotify:user:flngr","2015-10-23T20:53:19Z"
"spotify:track:0eBruKOvW3zH2EoYunBtfm","J Observe","Triptik","Fondations Mixe Par DJ Pone","1","10","264013","spotify:user:flngr","2015-10-26T13:18:43Z"
"spotify:track:7xQxMw1WvqOfZxhUqeDOh9","Panam","Triptik","Microphonorama","1","12","317186","spotify:user:flngr","2015-10-26T19:52:45Z"
"spotify:track:3fvadOfgxTgcCtzhRBp5Os","Pas le time pour les novices","Well J, Specta","Sessions perdues (Rare & Unreleased)","1","15","256186","spotify:user:flngr","2015-11-03T16:39:23Z"
"spotify:track:4PFYA8ojL9JTwMbakCWCNS","Not That Guy (feat. Your Old Droog)","Apollo Brown, Your Old Droog","Grandeur","1","12","220715","spotify:user:flngr","2015-11-09T21:12:20Z"
"spotify:track:68nGQH6BIKYUgJr8Ijjxyd","Clock-Watchers - Le Emporium Remix","Funky DL","Le Emporium de Jazz","1","3","220834","spotify:user:flngr","2015-11-14T15:56:03Z"
"spotify:track:3L0SkrPfYjH9JA2XbVHZon","The Sweetest Thing - Le Emporium Remix","Funky DL","Le Emporium de Jazz","1","11","239968","spotify:user:flngr","2015-11-14T15:56:06Z"
"spotify:track:4TCIAfhhzPXOBq7ujbJTxw","Nique les clones, Pt. II","Nekfeu","Feu","1","4","224252","spotify:user:flngr","2015-11-17T21:22:45Z"
"spotify:track:7xyyjOyiYVJCT3CmJl7HwW","Ma dope","Nekfeu, S.Pri Noir","Feu","1","12","227399","spotify:user:flngr","2015-11-17T21:29:40Z"
"spotify:track:6iNEZHKOrcQ5BQYZZpY1tF","Point d'interrogation","Nekfeu, Alpha Wann","Feu","1","17","219119","spotify:user:flngr","2015-11-17T21:40:40Z"
"spotify:track:0E6vlMYjdLYvINM28rssML","Wake Up","Nemir, Alpha Wann","Ailleurs","1","2","193720","spotify:user:flngr","2015-11-17T21:41:59Z"
"spotify:track:23gDOAf9usfFrrYT8g1idL","Check","Nemir","Ailleurs","1","3","156893","spotify:user:flngr","2015-11-17T21:45:22Z"
"spotify:track:6KRGTNF7bGM3R7hTbkZJsP","Ailleurs","Nemir, Deen Burbigo","Ailleurs","1","4","160920","spotify:user:flngr","2015-11-17T21:46:34Z"
"spotify:track:59spU87VUMWtDUFFrNRcfS","Dans l'zoo","Nemir","Ailleurs","1","8","204240","spotify:user:flngr","2015-11-17T21:51:11Z"
"spotify:local:HIP+DOZER::JHAS+-+Pain+Au+Chocolat:133","JHAS - Pain Au Chocolat","HIP DOZER","","0","0","133000","spotify:user:flngr","2015-11-18T16:57:46Z"
"spotify:track:1r2CRvlLdnKOkGlw7Sze3a","I'm Gone","Logic","Under Pressure","1","3","282133","spotify:user:flngr","2015-11-20T21:22:41Z"
"spotify:track:5o0NQNzcTJuCvFCAIewYrQ","Ma noirceur","Lacraps","Machine à écrire","1","7","261921","spotify:user:flngr","2015-12-17T12:16:34Z"
"spotify:track:5yJjPe2GDGzDZxx5IZTxzT","Lacraps & la douane","Nedoua, Lacraps","Fallait pas l'inviter","1","21","163840","spotify:user:flngr","2015-12-17T12:19:35Z"
"spotify:track:07W7c0MTR2i91XXSvJKsuw","Mon Amie De'Troit (feat. Ozay Moore)","Tall Black Guy, Ozay Moore","8 Miles to Moenart","1","5","262520","spotify:user:flngr","2016-02-02T21:47:02Z"
